"id","name","province","city","area","pos_x","pos_y","addr","cert_level","cert_no","eval_range","tel","email","project_num","permit_num","engineer_num","record_num"
"578","浙江省水利河口研究院","浙江","杭州","江干区","120.200081","30.268909","浙江 杭州 江干区 浙江省杭州市江干区凤起东路50号","乙级","2032","农林水利（乙级）,一般项目环境影响报告","","","2","0","13","0"
"579","嘉兴市求是环境工程咨询有限公司","浙江","嘉兴","嘉善县","120.933853","30.839464","浙江 嘉兴 嘉善县 浙江省嘉兴市嘉善县魏塘镇嘉善大道58号","乙级","2033","一般项目环境影响报告","","","12","0","6","0"
"580","宁波市鄞州兴达环保工程有限公司","浙江","宁波","鄞州区","121.557663","29.828339","浙江 宁波 鄞州区 宁波市鄞州区钟公庙街道天童北路1539号（麒麟大厦南楼18层1801）","乙级","2034","一般项目环境影响报告","","","0","11","5","1"
"581","浙江瑞阳环保科技有限公司（瑞安市瑞阳环保科学研究院有限公司）","浙江","杭州","西湖区","120.116364","30.273346","浙江 杭州 西湖区 浙江省杭州市西湖区西溪路525号浙大科技园A楼西区408-410室","乙级","2035","一般项目环境影响报告表,采掘（乙级）,冶金机电（乙级）,轻工纺织化纤（乙级)","","","49","2","49","0"
"582","浙江博华环境技术工程有限公司","浙江","杭州","西湖区","120.108131","30.280081","浙江 杭州 西湖区 浙江省杭州市西湖区古墩路98号九楼","乙级","2036","一般项目环境影响报告表,轻工纺织化纤（乙级）,社会区域（乙级）,冶金机电（乙级）,化工石化医药（乙级)","","","45","0","45","0"
"583","杭州一达环保技术咨询服务有限公司","浙江","杭州","下城区","120.182243","30.279762","浙江 杭州 下城区 浙江省杭州市下城区环城北路141号东楼1801室","乙级","2037","化工石化医药（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","0571-85101873","","8","0","9","0"
"584","宁波大学","浙江","宁波","江北区","121.636185","29.914820","浙江 宁波 江北区 浙江省宁波市江北区风华路819号","乙级","2038","一般项目环境影响报告","0574-87600314","","0","10","5","1"
"585","杭州天川环保科技有限公司","浙江","杭州","西湖区","120.102455","30.312281","浙江 杭州 西湖区 浙江省杭州市西湖区申花路753号剑桥公社F座3AC","乙级","2039","一般项目环境影响报告","","","35","0","35","0"
"586","杭州市环境保护科学研究设计有限公司","浙江","杭州","拱墅区","120.164452","30.301958","浙江 杭州 拱墅区 浙江省杭州市拱墅区新青年广场1幢2407室","乙级","2040","冶金机电（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","28","0","28","0"
"587","温州瑞林环保科技有限公司","浙江","温州","鹿城区","120.674805","27.990665","浙江 温州 鹿城区 浙江省温州市南郊乡龙方工业区（温州市鹿城正泰电阻器有限公司四楼）","乙级","2041","一般项目环境影响报告","","","0","0","6","0"
"588","温州市鹿城区环境保护科学设计研究所","浙江","温州","鹿城区","120.713699","28.004173","浙江 温州 鹿城区 浙江省温州市鹿城区新城大道中园大厦A幢4C","乙级","2042","一般项目环境影响报告","","","0","0","2","1"
"589","章斌（杭州）环保工程有限公司","浙江","杭州","西湖区","120.102264","30.301386","浙江 杭州 西湖区 浙江省杭州市西湖区古墩路565号耀江文鼎苑5幢1803室","乙级","2043","一般项目环境影响报告","","","0","0","1","1"
"590","绍兴市环保科技服务中心","浙江","绍兴","越城区","120.582222","30.003004","浙江 绍兴 越城区 浙江省绍兴市越城区人民西路245号","乙级","2044","轻工纺织化纤（乙级）,冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","1","0","7","0"
"591","浙江省农业科学院","浙江","杭州","江干区","120.199059","30.313486","浙江 杭州 江干区 浙江省杭州市江干区石桥路198号","乙级","2045","一般项目环境影响报告","","","4","0","5","0"
"592","浙江环耀环境建设有限公司","浙江","杭州","拱墅区","120.165657","30.300060","浙江 杭州 拱墅区 浙江省杭州市拱墅区上塘路329号1幢10楼1002、1003、1005室","乙级","2046","轻工纺织化纤（乙级）,冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","31","0","31","0"
"593","杭州环杭环境技术有限公司","浙江","杭州","江干区","120.213501","30.267811","浙江 杭州 江干区 浙江省杭州市江干区新塘路65号旺座中心A座1601室","乙级","2047","一般项目环境影响报告","","","3","0","3","0"
"594","杭州清雨环保工程有限公司","浙江","杭州","上城区","120.177864","30.262360","浙江 杭州 上城区 浙江省杭州市上城区中河中路281号金峰大厦901室","乙级","2048","一般项目环境影响报告","0571-56062779","","14","0","6","0"
"595","杭州环保科技咨询有限公司","浙江","杭州","下城区","120.174965","30.269915","浙江 杭州 下城区 浙江省杭州市下城区凤起路361号国都商务大厦707室","乙级","2049","一般项目环境影响报告","","","5","0","7","0"
"596","浙江宏澄环境工程有限公司","浙江","杭州","西湖区","120.135994","30.285183","浙江 杭州 西湖区 浙江省杭州市西湖区学院路117号","乙级","2050","一般项目环境影响报告","13355788076","","4","0","4","0"
"597","杭州忠信环保科技有限公司","浙江","杭州","西湖区","120.107544","30.272913","浙江 杭州 西湖区 浙江省杭州市西湖区天目山路398号6号楼西","乙级","2051","一般项目环境影响报告","","","27","0","27","0"
"598","中机中联工程有限公司(机械工业第三设计研究院)","重庆","重庆","九龙坡区","106.489571","29.537920","重庆 重庆 九龙坡区 重庆市九龙坡区石桥铺渝州路１７号","乙级","3101","轻工纺织化纤（乙级）,冶金机电（乙级）,社会区域（乙级）,交通运输（乙级）,一般项目环境影响报告","","","51","0","51","0"
"599","中国医药集团重庆医药设计院","重庆","重庆","渝中区","106.525635","29.546570","重庆 重庆 渝中区 重庆市渝中区大坪正街8号","乙级","3102","化工石化医药（乙级）,社会区域（乙级）,一般项目环境影响报告","","","32","0","32","1"
"600","重庆大学","重庆","重庆","沙坪坝区","106.473007","29.574509","重庆 重庆 沙坪坝区 重庆市沙坪坝区沙正街147号重庆大学环境影响评价研究室","乙级","3103","特殊项目环境影响报告表,化工石化医药（乙级）,冶金机电（乙级）,采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","","","72","0","72","1"
"601","重庆化工设计研究院","重庆","重庆","九龙坡区","106.489563","29.540730","重庆 重庆 九龙坡区 重庆市九龙坡区石桥铺长石村9号","乙级","3104","轻工纺织化纤（乙级）,化工石化医药（乙级）,建材火电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","25","0","25","0"
"602","重庆市万州区环境保护科研所","重庆","重庆","万州区","108.381645","30.816643","重庆 重庆 万州区 重庆市万州区太白岩108号","乙级","3105","化工石化医药（乙级）,社会区域（乙级）,一般项目环境影响报告","","","20","0","20","0"
"603","重庆市环境保护工程设计研究院有限公司","重庆","重庆","江北区","106.530220","29.589430","重庆 重庆 江北区 重庆市江北区红石路8号","乙级","3106","轻工纺织化纤（乙级）,化工石化医药（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","169","0","169","2"
"604","重庆工商大学环境保护研究所","重庆","重庆","南岸区","106.580643","29.512589","重庆 重庆 南岸区 重庆市南岸区学府大道１9号重庆工商大学实践楼5楼","乙级","3107","化工石化医药（乙级）,冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","41","0","41","1"
"605","重庆太恒环保工程有限公司（重庆市涪陵区环境保护科研所）","重庆","重庆","涪陵区","107.404808","29.705614","重庆 重庆 涪陵区 重庆市涪陵区兴华中路28号","乙级","3108","一般项目环境影响报告表,社会区域（乙级）,交通运输（乙级）,轻工纺织化纤（乙级)","","","12","0","6","0"
"606","重庆市黔江区环境科学研究所","重庆","重庆","黔江开发区","108.782059","29.537460","重庆 重庆 黔江开发区 重庆市黔江区城西9路66号","乙级","3109","一般项目环境影响报告","","","2","0","2","0"
"607","丰都县环境科学研究所","重庆","重庆","丰都县","107.735405","29.873512","重庆 重庆 丰都县 重庆市丰都县三合镇商业二路32１号","乙级","3111","一般项目环境影响报告","","","10","0","2","2"
"608","奉节县环境保护科技服务中心","重庆","重庆","奉节县","109.483803","31.027210","重庆 重庆 奉节县 重庆市奉节县永安镇永安路69号","乙级","3112","一般项目环境影响报告","","","5","0","4","0"
"609","开县现代环境科技开发有限公司","重庆","重庆","开县","108.389839","31.165894","重庆 重庆 开县 重庆市开县新城开州大道（西）","乙级","3113","一般项目环境影响报告","","","4","0","3","1"
"610","铜梁县净源环保科技开发有限公司","重庆","重庆","渝北区","106.637032","29.725992","重庆 重庆 渝北区 重庆市渝北区双凤路1５号","乙级","3117","一般项目环境影响报告","","","2","0","2","0"
"611","重庆九天环境影响评价有限公司（重庆市长寿区九天环境影响评价有限公司）","重庆","重庆","长寿区","107.081230","29.837076","重庆 重庆 长寿区 重庆市长寿区凤城街道向阳路2号18-12#","乙级","3118","一般项目环境影响报告","","","31","0","31","0"
"612","重庆市江津区成硕环保工程有限公司","重庆","重庆","江津区","106.254677","29.287186","重庆 重庆 江津区 重庆市江津区几江滨江路西段13-2幢2号","乙级","3120","一般项目环境影响报告","","","17","0","17","0"
"613","重庆智力环境开发策划咨询有限公司","重庆","重庆","渝中区","106.508484","29.541876","重庆 重庆 渝中区 重庆市渝中区大坪长江二路121号附30-8","乙级","3122","建材火电（乙级）,采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","023-68719627","","87","0","87","0"
"614","重庆市南川区环境科学研究所","重庆","重庆","南川区","107.110306","29.164366","重庆 重庆 南川区 重庆市南川区东城街道办事处城北支路11号","乙级","3123","一般项目环境影响报告","","","4","0","2","0"
"615","重庆国咨环境影响评价有限公司（重庆绿色科新环保发展有限公司）","重庆","重庆","渝中区","106.566360","29.569460","重庆 重庆 渝中区 重庆市渝中区北区路73号（星都大厦）13F","乙级","3124","一般项目环境影响报告表,交通运输（乙级）,社会区域（乙级)","","","54","0","54","1"
"616","重庆德和环境工程有限公司","重庆","重庆","江北区","106.538895","29.593147","重庆 重庆 江北区 重庆市江北区红黄路93号阳光丽景A幢13-6号","乙级","3125","一般项目环境影响报告表,社会区域（乙级）,冶金机电（乙级）,轻工纺织化纤（乙级)","","","59","0","59","1"
"617","酉阳土家族苗族自治县环境科学研究所","重庆","重庆","酉阳","108.774872","28.859055","重庆 重庆 酉阳 重庆市酉阳县钟多镇桃花园街中路22号","乙级","3126","一般项目环境影响报告","","","0","0","0","0"
"618","武隆县乌江环保咨询有限责任公司","重庆","重庆","武隆县","107.765434","29.331142","重庆 重庆 武隆县 重庆市武隆县巷口镇芙蓉中路3号","乙级","3127","一般项目环境影响报告","","","1","0","2","0"
"619","忠县巴王环境咨询服务中心","重庆","重庆","忠县","108.042435","30.294361","重庆 重庆 忠县 重庆市忠县忠州镇体育路18号","乙级","3129","一般项目环境影响报告","","","64","0","64","0"
"620","重庆市固体废物管理服务中心","重庆","重庆","渝北区","106.515640","29.614597","重庆 重庆 渝北区 重庆市渝北区洪湖东路9号801号","乙级","3130","一般项目环境影响报告","","","1","0","2","0"
"621","重庆宏伟环保工程有限公司（重庆市宏伟辐射防护技术服务有限公司）","重庆","重庆","渝北区","106.499550","29.608944","重庆 重庆 渝北区 重庆市渝北区龙山街道新南路388号天邻风景18幢3-5","乙级","3132","特殊项目环境影响报告表,一般项目环境影响报告表,输变电及 广电通讯（乙级）,交通运输（乙级）,社会区域（乙级)","","","60","0","60","0"
"622","重庆创辉煌环境影响评价有限公司","重庆","重庆","江北区","106.539612","29.582212","重庆 重庆 江北区 重庆市江北区渝北三村30号红鼎国际名苑A座10-4号","乙级","3133","一般项目环境影响报告","13808365586","","6","0","2","1"
"623","重庆市润谷环保科技发展有限公司（重庆天谷环保工程有限公司）","重庆","重庆","渝北区","106.522079","29.616615","重庆 重庆 渝北区 重庆市北部新区财富大道1号高科财富园3号楼A座9-5","乙级","3134","一般项目环境影响报告表,社会区域（乙级）,建材火电（乙级)","","","7","1","7","1"
"624","重庆浩力环境影响评价有限公司","重庆","重庆","渝中区","106.551826","29.567434","重庆 重庆 渝中区 重庆市渝中区上清寺嘉陵桥东村56号重庆轻工业设计院一号楼二楼","乙级","3135","社会区域（乙级）,一般项目环境影响报告","023-63868686-806","","29","0","29","0"
"625","重庆宁灵环保技术开发有限公司","重庆","重庆","九龙坡区","106.535072","29.512636","重庆 重庆 九龙坡区 重庆市九龙坡区杨家坪天宝路116号润安大厦B栋16-5号","乙级","3136","一般项目环境影响报告","","","3","0","7","0"
"626","重庆地质矿产研究院","重庆","重庆","渝中区","106.523773","29.539314","重庆 重庆 渝中区 重庆市渝中区长江二路177-9号","乙级","3137","农林水利（乙级）,采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","13628391113","","31","0","31","2"
"627","重庆忠庆环境工程咨询服务有限公司","重庆","重庆","九龙坡区","106.519363","29.534899","重庆 重庆 九龙坡区 重庆市九龙坡区奥体路1号附6-10-5、6、7、8、9、10号","乙级","3138","轻工纺织化纤（乙级）,社会区域（乙级）,一般项目环境影响报告","","","88","2","88","0"
"628","重庆吉麟科技发展有限公司","重庆","重庆","渝北区","106.499283","29.601978","重庆 重庆 渝北区 重庆市渝北区冉家坝余松路501号佳居花园A区2栋4单元7-1","乙级","3139","一般项目环境影响报告","","","12","1","6","0"
"629","重庆市恒德环保科技有限公司","重庆","重庆","永川区","105.927437","29.361374","重庆 重庆 永川区 重庆市永川区卧龙路187号附9号","乙级","3140","一般项目环境影响报告","13883158673","","2","0","2","0"
"630","重庆一三六地质队","重庆","重庆","渝北区","106.517601","29.588055","重庆 重庆 渝北区 重庆市渝北区龙溪镇花卉园西一路9号","乙级","3141","一般项目环境影响报告","","","2","1","2","0"
"631","马鞍山市环境科学研究所","安徽","马鞍山","花山区","118.516502","31.693426","安徽 马鞍山 花山区 安徽省马鞍山市花山区湖东中路16号","乙级","2101","冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","0","0","7","0"
"632","六安科环环境工程有限公司","安徽","六安","金安区","116.519806","31.741076","安徽 六安 金安区 安徽六安市金安区长安南路市环保局二楼","乙级","2102","化工石化医药（乙级）,冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","2","0","7","0"
"633","合肥市环境保护科学研究所","安徽","合肥","庐阳区","117.285156","31.889963","安徽 合肥 庐阳区 安徽省合肥市庐阳区蒙城北路","乙级","2104","轻工纺织化纤（乙级）,化工石化医药（乙级）,冶金机电（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","46","0","46","0"
"634","安庆市环境保护科学研究所","安徽","安庆","迎江区","117.092834","30.522121","安徽 安庆 迎江区 安徽省安庆市迎江区华中西路北二巷16号","乙级","2051","轻工纺织化纤（乙级）,化工石化医药（乙级）,冶金机电（乙级）,农林水利（乙级）,社会区域（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","30","0","30","0"
"635","安徽师范大学","安徽","芜湖","弋江区","118.388123","31.290684","安徽 芜湖 弋江区 安徽省芜湖市弋江区安徽师范大学环境科学研究中心","乙级","2106","化工石化医药（乙级）,建材火电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","15","0","8","0"
"636","安徽省工业工程设计院","安徽","合肥","包河区","117.291542","31.853224","安徽 合肥 包河区 安徽省合肥市包河区屯溪路251号云顶大厦3楼","乙级","2107","一般项目环境影响报告","13955142451","","0","0","3","1"
"637","安徽省化工研究院","安徽","合肥","庐阳区","117.294556","31.887342","安徽 合肥 庐阳区 安徽省合肥市庐阳区阜阳北路363号","乙级","2108","轻工纺织化纤（乙级）,化工石化医药（乙级）,冶金机电（乙级）,一般项目环境影响报告","","","12","0","9","0"
"638","安徽省气象科学研究所","安徽","合肥","包河区","117.286804","31.857058","安徽 合肥 包河区 安徽省合肥市包河区芜湖路220号","乙级","2109","一般项目环境影响报告表,特殊项目环境影响报告","","","0","0","5","0"
"639","中国能源建设集团安徽省电力设计院","安徽","合肥","肥西县","117.201035","31.788290","安徽 合肥 肥西县 安徽省合肥市经济技术开发区繁华大道369号","乙级","2111","一般项目环境影响报告表,特殊项目环境影响报告","0551-3678026","","0","0","2","0"
"640","中钢集团马鞍山矿山研究院有限公司（中钢集团马鞍山矿山研究院）","安徽","马鞍山","花山区","118.517593","31.703047","安徽 马鞍山 花山区 安徽省马鞍山市花山区湖北路９号中钢集团马鞍山矿山研究院","乙级","2112","一般项目环境影响报告表,社会区域（乙级）,采掘（乙级）,冶金机电（乙级）,化工石化医药（乙级）,轻工纺织化纤（乙级)","0555-2404635","","10","0","10","0"
"641","芜湖市环境保护科学研究所","安徽","芜湖","镜湖区","118.379829","31.338028","安徽 芜湖 镜湖区 安徽省芜湖市镜湖区春安路34号7楼","乙级","2113","轻工纺织化纤（乙级）,化工石化医药（乙级）,社会区域（乙级）,一般项目环境影响报告","","","0","0","8","0"
"642","蚌埠玻璃工业设计研究院","安徽","蚌埠","蚌山区","117.322937","32.934444","安徽 蚌埠 蚌山区 安徽省蚌埠市禹会区涂山路1047号","乙级","2114","一般项目环境影响报告","","","1","0","3","0"
"643","安徽中环环境科学研究院有限公司（蚌埠市环境影响评价中心、蚌埠市环境科学研究所）","安徽","蚌埠","龙子湖区","117.408226","32.943508","安徽 蚌埠 龙子湖区 安徽省蚌埠市龙子湖区胜利东路1166号蚌埠市环保大楼７楼","乙级","2115","轻工纺织化纤（乙级）,化工石化医药（乙级）,社会区域（乙级）,冶金机电（乙级）,一般项目环境影响报告","","","79","0","79","4"
"644","淮北市环境科学研究所","安徽","淮北","相山区","116.812775","33.979473","安徽 淮北 相山区 安徽省淮北市相山区淮海中路135号","乙级","2116","轻工纺织化纤（乙级）,建材火电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","2","0","7","1"
"645","淮南市环境科学研究所","安徽","淮南","田家庵区","117.019272","32.646481","安徽 淮南 田家庵区 安徽省淮南市田家庵区朝阳中路42号","乙级","2117","一般项目环境影响报告","","","0","0","7","1"
"646","铜陵市环境保护科学研究所","安徽","铜陵","铜官山区","117.833336","30.926985","安徽 铜陵 铜官山区 安徽省铜陵市铜官山区长江东路601号","乙级","2118","轻工纺织化纤（乙级）,化工石化医药（乙级）,冶金机电（乙级）,采掘（乙级）,一般项目环境影响报告","","","1","0","10","0"
"647","阜阳市环境保护科学技术研究所","安徽","阜阳","颍泉区","115.836441","32.908607","安徽 阜阳 颍泉区 安徽省阜阳市颍泉区青年路224号","乙级","2119","轻工纺织化纤（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","0","0","5","1"
"648","宿州市环境保护科学研究所","安徽","宿州","埇桥区","116.970383","33.628265","安徽 宿州 埇桥区 安徽省宿州市埇桥区淮河西路88号","乙级","2120","轻工纺织化纤（乙级）,化工石化医药（乙级）,社会区域（乙级）,冶金机电（乙级）,采掘（乙级）,一般项目环境影响报告","","","24","0","24","1"
"649","黄山市环境科学研究所","安徽","黄山","屯溪区","118.345711","29.712736","安徽 黄山 屯溪区 安徽省黄山市屯溪区环境监测大楼","乙级","2121","化工石化医药（乙级）,社会区域（乙级）,一般项目环境影响报告","","","4","0","10","0"
"650","安徽省辐射环境监督站","安徽","合肥","蜀山区","117.231064","31.829515","安徽 合肥 蜀山区 安徽省合肥市政务新区怀宁路1766号","乙级","2122","一般项目环境影响报告表,特殊项目环境影响报告","","","0","0","0","0"
"651","滁州市环境科学研究所","安徽","滁州","琅琊区","118.327309","32.310532","安徽 滁州 琅琊区 安徽省滁州市琅琊区琅邪路284号","乙级","2123","一般项目环境影响报告","","","0","0","5","0"
"652","巢湖中环环境科学研究有限公司（安徽巢湖污染治理综合开发有限公司）","安徽","合肥","巢湖市","117.872406","31.596292","安徽 合肥 巢湖市 安徽省巢湖市居巢区官圩路98号","乙级","2124","一般项目环境影响报告","","","13","0","7","1"
"653","宣城市环境保护科学研究所","安徽","宣城","宣州区","118.757889","30.952085","安徽 宣城 宣州区 安徽省宣城市宣州区环城西路西园公寓１号楼","乙级","2125","一般项目环境影响报告","0563-3031915","","2","0","2","0"
"654","亳州市环境保护科学研究所","安徽","亳州","谯城区","115.784828","33.847198","安徽 亳州 谯城区 安徽省亳州市谯城区希夷大道综合行政服务中心412室","乙级","2126","一般项目环境影响报告","0558-5237617","","0","0","6","0"
"655","安徽银杉环保科技有限公司","安徽","合肥","蜀山区","117.214455","31.858347","安徽 合肥 蜀山区 安徽省合肥市高新区科学大道103号浙商创业大厦511室","乙级","2127","一般项目环境影响报告","","","3","0","4","0"
"656","安徽省化工设计院","安徽","合肥","包河区","117.298332","31.853254","安徽 合肥 包河区 安徽省合肥市包河区屯溪路193号","乙级","2128","一般项目环境影响报告","0551-4654231","","1","0","4","0"
"657","安徽祥源安全环境科学技术有限公司","安徽","蚌埠","蚌山区","117.408859","32.925365","安徽 蚌埠 蚌山区 安徽省蚌埠市龙子湖区兰凌路1号办公楼","乙级","2129","一般项目环境影响报告","","","0","0","2","0"
"658","安徽省四维环境工程有限公司","安徽","合肥","蜀山区","117.241745","31.838423","安徽 合肥 蜀山区 安徽省合肥市蜀山区望江西路198号16栋3-1908","乙级","2130","冶金机电（乙级）,交通运输（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","94","0","94","0"
"659","安徽伊尔思环境科技有限公司","安徽","合肥","包河区","117.298454","31.830767","安徽 合肥 包河区 安徽省合肥市包河区宁国南路日月名邸A座909室","乙级","2131","一般项目环境影响报告","","","2","0","4","1"
"660","安徽显闰环境工程有限公司","安徽","合肥","蜀山区","117.267128","31.861670","安徽 合肥 蜀山区 安徽省合肥市蜀山区梅山路155号星海都市公馆2102室","乙级","2132","轻工纺织化纤（乙级）,化工石化医药（乙级）,农林水利（乙级）,一般项目环境影响报告","0551-2843828","","46","0","46","0"
"661","安徽汇泽通环境技术有限公司","安徽","合肥","蜀山区","117.215347","31.846157","安徽 合肥 蜀山区 安徽省合肥市高新区黄山路605号民创中心大厦321室","乙级","2133","一般项目环境影响报告","0551-5311473","","20","0","20","0"
"662","华侨大学","福建","泉州","丰泽区","118.651726","24.940243","福建 泉州 丰泽区 福建省泉州市丰泽区城东华侨大学环境保护设计研究所","乙级","2201","轻工纺织化纤（乙级）,化工石化医药（乙级）,冶金机电（乙级）,建材火电（乙级）,社会区域（乙级)","0595-22691871","","37","0","37","1"
"663","泉州市环境保护科学技术研究所","福建","泉州","丰泽区","118.616203","24.897343","福建 泉州 丰泽区 福建省泉州市丰泽区津淮东路环保大楼","乙级","2202","轻工纺织化纤（乙级）,化工石化医药（乙级）,社会区域（乙级）,一般项目环境影响报告","","","12","25","8","1"
"664","莆田市环境保护科学研究所","福建","莆田","城厢区","119.014252","25.459925","福建 莆田 城厢区 福建省莆田市城厢区荔城中大道2169号莆田市政府1号楼102","乙级","2203","轻工纺织化纤（乙级）,冶金机电（乙级）,农林水利（乙级）,交通运输（乙级）,一般项目环境影响报告","","","10","14","9","0"
"665","福州大学","福建","福州","鼓楼区","119.279213","26.081108","福建 福州 鼓楼区 福建省福州市鼓楼区工业路523号福州大学科学楼14层","乙级","2205","一般项目环境影响报告","","","0","0","2","2"
"666","福建师范大学","福建","福州","仓山区","119.315704","26.042118","福建 福州 仓山区 福建省福州市仓山区上三路32号","乙级","2206","冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告","0591-83465145","","3","0","8","1"
"667","三明市环境保护科学研究所","福建","三明","梅列区","117.647400","26.270832","福建 三明 梅列区 福建省三明市梅列区绿岩新村74幢","乙级","2207","轻工纺织化纤（乙级）,化工石化医药（乙级）,采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","","","10","15","9","1"
"668","福建省化学工业科学技术研究所","福建","福州","晋安区","119.325790","26.110067","福建 福州 晋安区 福建省福州市晋安区水头路18号石化楼","乙级","2208","一般项目环境影响报告","","","5","0","8","4"
"669","福建省水利水电勘测设计研究院","福建","福州","鼓楼区","119.321373","26.094355","福建 福州 鼓楼区 福建省福州市鼓楼区东大路158号","乙级","2209","农林水利（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","7","0","7","1"
"670","宁德市环境保护科学研究所","福建","宁德","蕉城区","119.532356","26.672964","福建 宁德 蕉城区 福建省宁德市蕉城区署前路14号1号楼2层","乙级","2210","农林水利（乙级）,社会区域（乙级）,一般项目环境影响报告","","","4","12","6","3"
"671","福建省龙岩市环境科学研究所","福建","龙岩","新罗区","117.032654","25.106583","福建 龙岩 新罗区 福建省龙岩市新罗区陵园路82号","乙级","2211","轻工纺织化纤（乙级）,采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","","","9","0","8","2"
"672","福建省冶金工业研究所","福建","福州","晋安区","119.336792","26.078733","福建 福州 晋安区 福建省福州晋安区王庄街道珠宝路8号","乙级","2212","冶金机电（乙级）,采掘（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","3","0","8","3"
"673","南平市环境科学研究所","福建","南平","延平区","118.177979","26.637819","福建 南平 延平区 福建省南平市延平区马坑路康兴园203室","乙级","2214","轻工纺织化纤（乙级）,化工石化医药（乙级）,采掘（乙级）,一般项目环境影响报告","","","2","7","8","1"
"674","福建省华厦能源设计研究院有限公司","福建","福州","台江区","119.318748","26.074242","福建 福州 台江区 福建省福州市台江区五一中路124号","乙级","2215","轻工纺织化纤（乙级）,冶金机电（乙级）,农林水利（乙级）,采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","","","35","0","35","1"
"675","漳州市环境科学研究所","福建","漳州","芗城区","117.647598","24.520264","福建 漳州 芗城区 福建省漳州市芗城区胜利西路136号十楼","乙级","2217","一般项目环境影响报告","","","0","0","5","2"
"676","福建省环境保护股份公司","福建","福州","鼓楼区","119.312477","26.101341","福建 福州 鼓楼区 福建省福州市鼓楼区鼓东街道五四路158号环球广场26层01室","乙级","2218","轻工纺织化纤（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","34","0","34","2"
"677","福建省辐射环境监督站","福建","福州","晋安区","119.320580","26.115543","福建 福州 晋安区 福建省福州市晋安区茶园小区环北三村10号","乙级","2219","输变电及 广电通讯（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","12","0","6","1"
"678","福州通和环境保护有限公司","福建","福州","仓山区","119.332367","26.043190","福建 福州 仓山区 福建省福州市仓山区下藤路353号福杰苑1号楼604室","乙级","2220","一般项目环境影响报告","","","12","0","6","3"
"679","永安市环保技术服务公司","福建","三明","永安市","117.368317","25.975803","福建 三明 永安市 福建省三明市永安市五一路66号","乙级","2222","一般项目环境影响报告","","","0","0","4","2"
"680","福建高科环保研究院有限公司","福建","泉州","丰泽区","118.617302","24.897478","福建 泉州 丰泽区 福建省泉州市丰泽区津淮街东美花苑16幢2楼","乙级","2223","冶金机电（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","0595-22595518","","77","0","77","4"
"681","厦门新绿色环境发展有限公司","福建","厦门","思明区","118.123367","24.482656","福建 厦门 思明区 福建省厦门市思明区湖滨南路619号富山花园F幢SOHO写字楼1518号","乙级","2224","轻工纺织化纤（甲级)","","","35","0","35","6"
"682","福建闽科环保技术开发有限公司","福建","福州","仓山区","119.264938","26.066292","福建 福州 仓山区 福建省福州市仓山区金山大道100号北京金山8号楼102-106","乙级","2225","轻工纺织化纤（乙级）,化工石化医药（乙级）,冶金机电（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","73","0","73","4"
"683","厦门阳光环境保护科技有限公司（石狮市阳光环保技术综合服务有限公司）","福建","泉州","石狮市","118.655769","24.739317","福建 泉州 石狮市 福建省泉州市石狮市东港路瀚昌豪园605-606室","乙级","2227","一般项目环境影响报告","","","16","0","16","4"
"684","福建海洋规划设计院有限公司（福建海洋规划设计院有限公司）","福建","泉州","鲤城区","118.598602","24.926485","福建 泉州 鲤城区 福建省泉州市鲤城区北门街188号楼205室","乙级","2229","一般项目环境影响报告","","","1","0","3","5"
"685","邵武市环境科学研究所","福建","南平","邵武市","117.494194","27.345570","福建 南平 邵武市 福建省南平市邵武市八一北路69号","乙级","2231","一般项目环境影响报告","","","0","0","2","0"
